"Run","P_OSD_sampled","Cost_SoC","Cost_Exp","QALY_SoC","QALY_Exp","Inc_Cost","Inc_QALY","ICER","NMB"
113,0.0257834294656102,27430.3192760122,63582.8010385679,1.39353542443417,1.54288725506223,36152.4817625557,0.149351830628058,242062.528530962,-31671.926843714
114,0.0261253540061228,29255.5173401364,65973.5872762737,1.18394336832982,1.36142214333683,36718.0699361373,0.177478775007008,206887.104864722,-31393.7066859271
115,0.0255448807981866,27051.5487966391,60902.7813763508,1.27192843863964,1.46142154301402,33851.2325797117,0.189493104374381,178640.9731978,-28166.4394484803
116,0.0268441892151673,31205.7938496687,67554.2527148956,1.15783761712587,1.3627904881266,36348.4588652268,0.204952871000732,177350.327847308,-30199.8727352049
117,0.0266116687118086,26631.206558843,57803.1663808283,1.13447912765579,1.33140439716507,31171.9598219853,0.196925269509273,158293.345997008,-25264.2017367071
118,0.0250735531046583,29721.9866041414,67728.691331821,1.11953237861724,1.23098838072792,38006.7047276796,0.111456002110679,341001.866278477,-34663.0246643592
119,0.0263937395330635,29585.9356356352,59959.4473698432,1.26377915973493,1.40610212811735,30373.5117342079,0.142322968382418,213412.579005485,-26103.8226827354
120,0.0271708215363488,28058.7708688382,64317.3099613653,1.22561605835416,1.4719979232683,36258.5390925272,0.246381864914133,147163.993198784,-28867.0831451032
121,0.0265578718153019,28232.9480005947,70983.8552693424,1.25158538044735,1.44988849806067,42750.9072687477,0.198303117613317,215583.636723806,-36801.8137403481
122,0.0258830915301764,32581.0348434204,68738.3954106118,1.22532095018251,1.40635460018841,36157.3605671914,0.181033650005898,199727.2913959,-30726.3510670144
123,0.0283016917096259,25412.8610338834,56191.298177982,1.17041779782436,1.33470300811369,30778.4371440987,0.164285210289329,187347.583448891,-25849.8808354188
124,0.0242581975926116,29963.2132146268,57203.1069293802,1.31672498745188,1.43796671548567,27239.8937147534,0.121241728033787,224674.24505169,-23602.6418737398
125,0.0276271344495602,26508.8246474734,56443.1794353365,1.0738807101275,1.25813467173382,29934.3547878631,0.184253961606315,162462.475850708,-24406.7359396737
126,0.0242869967198905,32526.8671148826,70236.6199948044,1.28408006634714,1.43522278911855,37709.7528799217,0.151142722771411,249497.64162284,-33175.4711967794
127,0.0275650912084169,27808.6230613239,66248.4945271521,1.23450004023605,1.40629933249096,38439.8714658282,0.171799292254908,223748.718410276,-33285.892698181
128,0.026116486962729,35207.1871561208,74068.068672917,1.24549290048662,1.42962823860155,38860.8815167962,0.184135338114927,211045.212258722,-33336.8213733484
129,0.0240636019135699,29938.1733394162,68954.803404699,1.34788476891626,1.60260000494828,39016.6300652828,0.254715236032026,153177.448954711,-31375.172984322
130,0.0241645341507289,29888.3438265598,68157.0406898315,1.17045565023835,1.32387742711226,38268.6968632717,0.153421776873916,249434.582515111,-33666.0435570542
131,0.0240114632413513,29917.9255545279,61042.8818252361,1.26104745510224,1.46630380687461,31124.9562707082,0.205256351772371,151639.430409568,-24967.2657175371
132,0.0257241149762351,25695.832229998,57308.4702229741,1.1109505015107,1.21693183437121,31612.6379929761,0.105981332860511,298284.963396182,-28433.1980071608
133,0.0275426853211009,27717.1162507985,61273.0772478331,1.10640811658462,1.2896108711461,33555.9609970346,0.183202754561481,183162.971961612,-28059.8783601902
134,0.0304194452916614,26236.6915791447,56728.1300245747,1.1828140074647,1.34197275492101,30491.43844543,0.159158747456308,191578.778626669,-25716.6760217408
135,0.024551595369271,30459.4545519387,67523.2281966487,1.32415318853438,1.51939321582694,37063.77364471,0.195240027292556,189836.962013799,-31206.5728259333
136,0.0277056545553965,26500.4036187481,58369.9605420708,1.06556170137018,1.2924772849349,31869.5569233227,0.226915583564719,140446.7530289,-25062.0894163811
137,0.0276748244921608,29115.9848165159,59479.5827310824,1.2918693773118,1.3790663136943,30363.5979145665,0.0871969363825018,348218.63214749,-27747.6898230914
138,0.0269892427666442,27395.9834136954,65285.4176113178,1.16402647201886,1.31145269755037,37889.4341976224,0.147426225531513,257006.065650941,-33466.647431677
139,0.0250008301595246,31909.0327769983,56214.7609481233,0.985339038213432,1.06430318267447,24305.728171125,0.0789641444610364,307807.148890447,-21936.8038372939
140,0.026323749903851,25409.3465505146,65021.2390895913,1.31167481187682,1.59865829467951,39611.8925390767,0.286983482802688,138028.475200823,-31002.3880549961
141,0.0260900515350877,27643.7149894825,59781.4974892692,1.28767397113678,1.49838896397249,32137.7824997867,0.210714992835709,152517.778005687,-25816.3327147155
142,0.0273439487368754,25274.6532108561,57837.2648532206,0.941291010784098,1.05361882436069,32562.6116423645,0.112327813576595,289889.125458321,-29192.7772350666
143,0.0259561368447058,28189.8671552706,61592.1923429941,1.25955816266051,1.35102016892845,33402.3251877236,0.0914620062679408,365204.378852902,-30658.4649996853
144,0.0280265239520858,25978.1226325461,73505.422189832,1.26129287422218,1.51494489820039,47527.2995572859,0.253652023978202,187372.049360703,-39917.7388379398
145,0.0259530147747467,28017.2483640812,65769.0410413432,1.06967142503436,1.25114832478133,37751.7926772621,0.181476899746975,208025.333967561,-32307.4856848528
146,0.0281599004052716,25969.8040111347,61965.9761930199,1.16423102732642,1.3019664559435,35996.1721818852,0.137735428617088,261342.869756166,-31864.1093233726
147,0.0249365522673423,29270.4682957138,56361.5179559061,1.13797953187314,1.28594200885638,27091.0496601923,0.147962476983239,183094.053388016,-22652.1753506951
148,0.0245960313517903,29863.2016166194,60660.4872301267,1.32174760639686,1.43419258841866,30797.2856135073,0.1124449820218,273887.594268427,-27423.9361528533
149,0.0258913300588059,28836.2863423651,61954.1876783567,1.27741199396355,1.42749247642296,33117.9013359917,0.150080482459412,220667.609760303,-28615.4868622093
150,0.0269381287248416,28962.6957171279,70991.7160262196,1.27421127368769,1.47891653123552,42029.0203090917,0.204705257547832,205314.806334522,-35887.8625826567
151,0.0274603428035107,29982.3073502756,65546.8066167408,1.12462319421139,1.32632116164314,35564.4992664652,0.201697967431754,176325.521368969,-29513.5602435126
152,0.0257933735764554,31207.7866230742,60658.0902593581,1.1818244382368,1.30850768221005,29450.3036362839,0.126683243973249,232471.972714108,-25649.8063170864
153,0.0272718720773375,28667.8457515114,67154.5302883448,1.24881958696728,1.45642507365187,38486.6845368333,0.207605486684593,185383.754309464,-32258.5199362956
154,0.0270448319813516,28095.048075925,63113.3129017701,1.23400787083754,1.41208408718918,35018.264825845,0.178076216351642,196647.623940389,-29675.9783352958
155,0.026184464857491,31947.6471136729,68499.3724955507,1.21638934165059,1.42439556886856,36551.7253818778,0.208006227217974,175724.188024306,-30311.5385653386
156,0.0265930979571612,27389.3611696974,57763.9888693629,1.21369117835227,1.33828749734268,30374.6276996655,0.124596318990412,243784.310369577,-26636.7381299532
157,0.0264479547905816,28173.3759765227,62551.8414541801,1.1051314677962,1.25221572941148,34378.4654776574,0.147084261615276,233733.134327996,-29965.9376291991
158,0.0254110018085905,29012.5429200725,56495.6331586892,1.0552054263806,1.22409285051386,27483.0902386167,0.168887424133251,162730.235123562,-22416.4675146192
159,0.0265528333812123,27297.012927807,75057.8453852158,1.15154766598957,1.41701693833691,47760.8324574088,0.265469272347334,179910.96308472,-39796.7542869887
160,0.0269565353129243,26707.1625219312,64833.6087633097,0.982519371426224,1.13109584915209,38126.4462413785,0.148576477725869,256611.590373839,-33669.1519096024
161,0.0271478262067796,25998.6605353826,60875.3971416034,1.31219607606067,1.45534691415242,34876.7366062209,0.143150838091759,243636.272557936,-30582.2114634681
162,0.0258306246837869,29767.5017735164,60636.7588909784,1.04807744785835,1.21467147317739,30869.257117462,0.166594025319036,185296.303744062,-25871.4363578909
163,0.0249141494099703,31143.5017226509,66512.971194166,1.23238479291379,1.44346100107694,35369.4694715151,0.211076208163156,167567.296093245,-29037.1832266204
164,0.0285477171410062,27254.1393794829,53636.1430236895,1.14259222918768,1.30478746884683,26382.0036442066,0.162195239659143,162655.844275387,-21516.1464544323
165,0.0259893325021179,26627.6960753894,59251.9654219974,1.26882462626648,1.39728826064911,32624.269346608,0.128463634382624,253957.234694433,-28770.3603151292
166,0.0252223731324803,28361.8313991955,62809.8411309472,1.19362262264931,1.39196496505988,34448.0097317517,0.198342342410565,173679.554819641,-28497.7394594347
167,0.0261541236838162,28992.9715389934,58679.6230208558,1.30407980256371,1.51862589239324,29686.6514818624,0.214546089829532,138369.575998565,-23250.2687869764
168,0.0262108917758928,27832.0947218037,56848.9830206048,1.16341600880109,1.32384488138379,29016.8882988011,0.160428872582697,180870.736243837,-24204.0221213202
169,0.0282627198008359,26243.8203679534,55530.0427802429,1.22578447286671,1.41269635667787,29286.2224122896,0.186911883811157,156684.646343185,-23678.8658979549
170,0.0266216100375368,27091.5494288214,62334.3282974208,1.2094433036369,1.4462462019665,35242.7788685994,0.236802898329598,148827.481070549,-28138.6919187115
171,0.0276502135472701,28537.3281426551,59492.6328131918,1.1841470143771,1.35098445810204,30955.3046705367,0.166837443724933,185541.710418274,-25950.1813587887
172,0.0257706051593604,28455.7899990338,68998.3126130405,1.11292858995559,1.31994269703059,40542.5226140067,0.207014107074996,195844.250359803,-34332.0994017568
173,0.0268130436382933,26982.5820167074,60885.9716183612,1.0277143481469,1.22176946753671,33903.3896016538,0.194055119389814,174710.101481783,-28081.7360199594
174,0.0260256640415174,29976.5762025338,64668.6215750162,1.11038080434238,1.31685676209362,34692.0453724824,0.206475957751238,168019.781820213,-28497.7666399453
175,0.026636064134291,27301.3291778684,59206.1212487335,1.16263107680685,1.33418196181506,31904.7920708651,0.171550885008212,185978.59212057,-26758.2655206187
176,0.0251765105964944,30265.2106340995,69594.1402722982,1.42690347406275,1.60856469560461,39328.9296381987,0.181661221541852,216496.010014652,-33879.0929919432
177,0.0245120793172526,28527.9692092832,58060.4692851718,1.22786786713666,1.37516756880632,29532.5000758886,0.147299701669654,200492.599381637,-25113.509025799
178,0.0274033888437707,27809.6061782089,55970.2245446343,1.13437874495213,1.26835655307854,28160.6183664254,0.133977808126412,210188.677962659,-24141.284122633
179,0.0246106646851196,29297.6365463395,61729.8606245726,1.39869159998137,1.62387834877517,32432.2240782332,0.225186748793803,144023.679243802,-25676.6216144191
180,0.0256055116811049,27608.8116674389,58325.4421159991,1.0615783466924,1.16929172482659,30716.6304485602,0.107713378134198,285170.059472937,-27485.2291045342
